92.5,100,2.3,74
256.5,86,9.2,74
463,100,11.6,74
187,100,17.6,74
163.5,100,8.4,74
110.5,100,2.9,74
99,100,11.7,74
130,86,14.7,73
275.2,100,1.6,73
218,100,0.1,72
97.5,86,8.1,72
213,83,20.4,72
179.5,74,2.5,72
322,100,19.3,72
160.75,100,6.1,72
104,86,8.5,72
443.89,100,8.2,72
581,97,17.5,71
395,98,17,71
110.18,100,7.6,71
119.33,88,2.9,71
174.71,100,2.5,71
405,100,16.1,71
196,100,15.7,71
81.08,43,10.1,71
194.66,100,7.3,71
261,100,1.8,71
194.75,100,13.4,71
820,100,7.7,71
183.77,55,6.1,71
615,100,7.8,71
972.4,100,6.3,71
362.5,100,12.3,71
301,100,1.3,71
311.73,100,6.2,71
160,100,2.2,71
123,86,9.3,70
65,100,1.2,70
165,100,11.8,70
351.09,100,6.6,70
222,100,8.9,70
362,100,10.5,70
110,86,6.5,70
179.2,100,0.7,70
155,100,14.2,70
958,100,4.8,70
387.55,100,5.4,70
123.5,60,8.1,70
100,86,12.3,70
293,100,14.2,70
104.67,100,8.5,70
180,83,20.3,70
891.66,100,7.5,70
411.67,100,4.3,70
115,86,6.6,69
336.33,91,8.8,69
224,100,15.2,69
307.5,100,0.7,69
664,84,13.6,69
173.5,86,12.2,69
30781,95,0.1,69
4067,100,4.3,69
195.5,89,10.7,69
108.66,96,2.4,69
786.27,100,1,68
263.62,70,4.1,68
262.34,100,6.1,68
468,83,10.6,68
2007.5,100,3.7,68
977,100,13.7,68
101,100,1.3,68
278.67,74,3.4,68
9352.66,79,0.9,68
217.67,96,7.1,68
1653,100,4.6,68
1226,100,3.2,68
530.37,100,1.5,68
574.88,97,1.9,67
146,100,2.5,67
208.5,100,0.7,67
383.95,100,2.4,67
1075.33,100,1.2,67
172,100,2.4,67
130,83,10,67
114.73,59,10.7,67
631,100,10,67
403.66,100,5.7,67
498.2,93,5.8,67
999.71,99,0.8,67
1709.933,100,0.6,67
152,83,12.4,67
181,83,18.1,67
116.75,57,2.7,66
65.34,40,2.1,66
308,100,4.2,66
427.91,100,3.8,66
409,100,8.2,66
437.4,100,1.4,66
553.65,100,1.1,66
483.25,92,4.9,66
373.53,100,8.1,65
151.33,63,18.1,65
384.67,100,9.1,65
431.46,95,1.6,65
234.5,86,13.3,65
150.87,70,5.5,65
946.45,99,0.7,65
258.5,100,10.2,64
197.5,86,6,64
150,72,18.9,64
298,83,15.7,64
232,100,0.6,64
431,83,19.8,64
393,100,8.3,64
190.5,86,12.4,64
742,100,7.4,64
307,100,5.6,64
104.34,64,4.6,64
1292,100,9.3,64
1722,73,3.7,64
544,100,4.7,64
276.5,86,10.5,64
1308,100,6.3,64
391.8,98,2.8,63
198.5,78,8.1,63
117.25,100,0.8,63
2874.5,75,0.3,63
176.56,52,1.1,63
1044,100,7.1,63
164.75,79,1.7,63
170.33,53,1,63
516.75,100,0.5,63
183.5,86,13.3,63
227.57,63,6.6,63
197,80,0.9,62
329,100,4.6,62
7170.79,85,0.6,62
236.3,62,1.7,62
593.17,64,5.2,62
79.28,44,4,62
333,84,10.6,62
3103,100,5.3,62
724,92,0.9,61
795.42,88,2.6,61
278.5,86,8,61
579,100,0.6,61
197.75,100,0.5,61
392,83,15.8,61
111,84,4.1,61
14142.67,90,0.6,61
1037.33,100,2,61
460.47,100,4.9,61
1463.5,100,2.4,61
677.69,100,0.8,61
133,83,1.4,60
396,86,10.6,60
1075.5,100,2.2,60
218.6,100,5.5,60
182.68,54,5.5,60
193.69,54,6.4,60
200.33,63,10.6,60
242.75,78,7.1,60
450.5,86,7.9,60
23365,99,0.9,60
784,100,7.2,59
693,86,5.2,59
132.13,85,3,59
751,83,6.8,57
259.5,78,7.4,57
291.07,25,5.2,57
274,86,5.6,56
3316.2,89,0.2,56
226.42,65,3.4,56
25921,97,0.8,56
281.07,68,2,56
3051.5,86,2.8,55
787.21,52,1.7,55
656,56,6.4,55
2049.5,63,0.4,55
326.56,84,6.2,55
176,56,8,55
1677.93,97,2.5,55
720.73,100,1.6,55
279,70,2.8,55
409.33,49,1.8,55
197.5,79,2.7,55
630.93,27,0.5,55
2814.76,73,1.2,54
436.5,86,4.5,54
241.98,56,3.5,54
428.5,86,4.8,54
244.66,68,1.4,53
203,66,1.1,53
557,100,4.8,53
422.33,63,8.4,53
141.66,26,9.2,53
85.3,19,5.1,53
1389.5,72,3.7,53
343.66,88,3,53
2794,83,0.7,52
1161.4,90,4.7,52
239.38,63,8,52
476.29,53,2.8,52
1221.75,77,3.4,52
370.71,60,4.2,52
330,72,12.1,52
464,86,3.1,51
316.5,72,5.6,51
456.75,71,4.3,51
4054.12,76,0.3,51
397,56,7.8,51
124.15,31,2.8,50
127,43,1.4,50
326.16,74,2.3,49
2049.11,95,1,49
237,53,2.1,49
451.12,65,2.2,48
424.54,59,4.3,48
582.36,28,1.1,47
450.25,56,6,47
551.42,31,4.6,45
1126.25,67,3.5,45
1075.67,46,4.1,44
14910,56,0.5,44
2612.23,56,2.4,44
762.23,54,4.2,43
313.11,20,6,42
529.55,21,6,41
393.57,45,2,40
194.73,26,4.3,39
593.94,24,0.1,39
2987.9,56,0.2,39
274.5,37,1,38
502,24,3.4,35
256.31,14,1,34
6962.85,28,0.5,32
1680.16,16,2,30
248.67,88,1.4,56
3112.66,99,2.6,56
1903,64,3.6,59
2997.65,73,0.4,59
2997.65,73,0.4,59
424,60,4.8,59
308,100,5.8,59
1438.75,100,0.7,59
298,78,5.9,58
340,87,1.4,58
213.67,63,4.6,58
77.56,17,9.2,58
224.5,72,10.8,58
529,100,2.9,58
514.7,80,2.7,58
2396,100,0.2,57
530.25,56,4,57
164.43,66,2.1,57
217.67,96,7.1,68
1653,100,4.6,68
1226,100,3.2,68
530.37,100,1.5,68
574.88,97,1.9,67
146,100,2.5,67
208.5,100,0.7,67
45,83,27.2,100
71.75,100,14.6,93
117,100,23.4,90
70,100,5.4,90
105.2,100,18.2,90
224,100,24.6,90
99.2,100,13.7,89
108.2,100,16.8,88
125.2,100,16.4,88
110.3,100,13.9,87
125.2,100,15.9,87
105.4,100,16.5,87
129,100,29.5,87
124.92,100,11.9,86
114,100,27.5,86
125.44,100,13.5,86
136.07,100,13.5,85
130,86,14.7,73
275.2,100,1.6,73
218,100,0.1,72
97.5,86,8.1,72
213,83,20.4,72
179.5,74,2.5,72
322,100,19.3,72
160.75,100,6.1,72
104,86,8.5,72
443.89,100,8.2,72
581,97,17.5,71
395,98,17,71
110.18,100,7.6,71
119.33,88,2.9,71
174.71,100,2.5,71
405,100,16.1,71
196,100,15.7,71
81.08,43,10.1,71
194.66,100,7.3,71
261,100,1.8,71
194.75,100,13.4,71
